@RELATION image_features

@ATTRIBUTE Edge_Lenght0 REAL
@ATTRIBUTE Edge_Lenght1 REAL
@ATTRIBUTE Edge_Lenght2 REAL
@ATTRIBUTE Edge_Lenght3 REAL
@ATTRIBUTE Edge_Lenght4 REAL
@ATTRIBUTE Edge_Lenght5 REAL
@ATTRIBUTE Edge_Lenght6 REAL
@ATTRIBUTE Edge_Lenght7 REAL
@ATTRIBUTE Edge_Lenght8 REAL
@ATTRIBUTE Edge_Lenght9 REAL
@ATTRIBUTE Edge_Lenght10 REAL
@ATTRIBUTE Edge_Lenght11 REAL
@ATTRIBUTE Edge_Lenght12 REAL
@ATTRIBUTE Edge_Lenght13 REAL
@ATTRIBUTE Edge_Lenght14 REAL
@ATTRIBUTE Edge_Lenght15 REAL
@ATTRIBUTE Edge_Lenght16 REAL
@ATTRIBUTE Edge_Lenght17 REAL
@ATTRIBUTE Edge_Lenght18 REAL
@ATTRIBUTE Edge_Lenght19 REAL
@ATTRIBUTE Edge_Lenght20 REAL
@ATTRIBUTE Edge_Lenght21 REAL
@ATTRIBUTE Edge_Lenght22 REAL
@ATTRIBUTE Edge_Lenght23 REAL
@ATTRIBUTE Edge_Lenght24 REAL
@ATTRIBUTE Edge_Lenght25 REAL
@ATTRIBUTE Edge_Lenght26 REAL
@ATTRIBUTE Edge_Lenght27 REAL
@ATTRIBUTE Edge_Lenght28 REAL
@ATTRIBUTE Edge_Lenght29 REAL
@ATTRIBUTE Edge_Angle0 REAL
@ATTRIBUTE Edge_Angle1 REAL
@ATTRIBUTE Edge_Angle2 REAL
@ATTRIBUTE Edge_Angle3 REAL
@ATTRIBUTE Edge_Angle4 REAL
@ATTRIBUTE Edge_Angle5 REAL
@ATTRIBUTE Edge_Angle6 REAL
@ATTRIBUTE Edge_Angle7 REAL
@ATTRIBUTE Edge_Angle8 REAL
@ATTRIBUTE Edge_Angle9 REAL
@ATTRIBUTE Edge_Angle10 REAL
@ATTRIBUTE Edge_Angle11 REAL
@ATTRIBUTE Edge_Angle12 REAL
@ATTRIBUTE Edge_Angle13 REAL
@ATTRIBUTE Edge_Angle14 REAL
@ATTRIBUTE Edge_Angle15 REAL
@ATTRIBUTE Edge_Angle16 REAL
@ATTRIBUTE Edge_Angle17 REAL
@ATTRIBUTE Edge_Angle18 REAL
@ATTRIBUTE Edge_Angle19 REAL
@ATTRIBUTE Edge_Angle20 REAL
@ATTRIBUTE Edge_Angle21 REAL
@ATTRIBUTE Edge_Angle22 REAL
@ATTRIBUTE Edge_Angle23 REAL
@ATTRIBUTE Edge_Angle24 REAL
@ATTRIBUTE Edge_Angle25 REAL
@ATTRIBUTE Edge_Angle26 REAL
@ATTRIBUTE Edge_Angle27 REAL
@ATTRIBUTE Edge_Angle28 REAL
@ATTRIBUTE Edge_Angle29 REAL
@ATTRIBUTE class  {pistola, revolver}

@DATA
3.18181818182,2.72727272727,1.36363636364,1.81818181818,3.18181818182,3.18181818182,4.09090909091,2.27272727273,0.909090909091,0.454545454545,0.0,0.454545454545,0.454545454545,1.36363636364,0.0,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.0,0.0,0.0,0.454545454545,1.36363636364,0.0,0.454545454545,0.0,0.0,0.0,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00497512437811,0.00746268656716,0.00124378109453,0.0,0.00124378109453,0.00124378109453,0.00248756218905,0.00124378109453,0.0286069651741,0.00995024875622,0.00995024875622,0.00248756218905,0.00248756218905,0.00870646766169,0.0,0.00124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.821917808219,3.28767123288,2.05479452055,2.46575342466,2.87671232877,0.41095890411,2.05479452055,2.05479452055,0.821917808219,2.05479452055,2.05479452055,0.821917808219,2.05479452055,1.23287671233,1.23287671233,0.0,0.0,0.41095890411,0.41095890411,0.821917808219,0.41095890411,0.0,0.0,0.821917808219,0.41095890411,0.0,0.0,0.0,0.0,0.41095890411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00111111111111,0.00111111111111,0.0,0.00111111111111,0.00333333333333,0.00555555555556,0.01,0.00444444444444,0.0322222222222,0.00666666666667,0.0,0.0,0.00111111111111,0.00888888888889,0.00666666666667,0.00111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.909090909091,4.54545454545,2.72727272727,0.909090909091,4.54545454545,1.81818181818,0.909090909091,0.909090909091,0.0,1.81818181818,2.72727272727,2.72727272727,0.909090909091,0.0,0.909090909091,0.909090909091,0.0,0.0,0.909090909091,0.0,0.0,0.909090909091,0.0,0.0,0.0,0.909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238095238095,0.0047619047619,0.0047619047619,0.00238095238095,0.0047619047619,0.0333333333333,0.0190476190476,0.0047619047619,0.0,0.0,0.0,0.0,0.00714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.659340659341,1.97802197802,1.31868131868,1.97802197802,2.30769230769,1.97802197802,1.97802197802,2.63736263736,0.989010989011,2.30769230769,0.659340659341,1.97802197802,1.31868131868,0.989010989011,0.989010989011,0.32967032967,0.989010989011,0.659340659341,0.659340659341,1.31868131868,0.32967032967,0.32967032967,0.0,0.0,0.0,0.32967032967,0.0,0.659340659341,0.0,0.32967032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00177304964539,0.000886524822695,0.00177304964539,0.000886524822695,0.00354609929078,0.00709219858156,0.00886524822695,0.00620567375887,0.0230496453901,0.00443262411348,0.00620567375887,0.00354609929078,0.000886524822695,0.0,0.00797872340426,0.00620567375887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
2.60869565217,1.95652173913,3.26086956522,3.26086956522,1.95652173913,2.60869565217,3.26086956522,1.95652173913,2.60869565217,0.652173913043,1.30434782609,1.30434782609,1.30434782609,0.652173913043,0.0,0.0,0.0,0.652173913043,0.652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036231884058,0.0,0.0,0.0,0.0018115942029,0.0036231884058,0.0,0.0126811594203,0.0217391304348,0.0036231884058,0.0054347826087,0.0036231884058,0.0018115942029,0.0163043478261,0.0036231884058,0.0054347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.30434782609,1.30434782609,1.95652173913,1.63043478261,3.91304347826,3.91304347826,2.28260869565,1.95652173913,1.63043478261,0.978260869565,1.63043478261,0.978260869565,0.652173913043,1.30434782609,1.30434782609,0.326086956522,0.652173913043,0.326086956522,0.0,0.0,0.326086956522,0.652173913043,0.0,0.0,0.326086956522,0.0,0.0,0.0,0.652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00520833333333,0.00434027777778,0.0,0.000868055555556,0.00173611111111,0.00520833333333,0.00520833333333,0.00347222222222,0.0295138888889,0.00260416666667,0.0078125,0.00260416666667,0.00260416666667,0.00520833333333,0.00260416666667,0.00434027777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.36363636364,4.09090909091,2.27272727273,0.909090909091,2.27272727273,2.72727272727,2.72727272727,1.36363636364,4.09090909091,0.909090909091,1.36363636364,0.909090909091,0.454545454545,0.454545454545,0.909090909091,0.0,0.454545454545,0.0,1.36363636364,0.0,0.0,0.0,0.454545454545,0.0,0.454545454545,0.0,0.0,0.0,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047619047619,0.00119047619048,0.00714285714286,0.0107142857143,0.0440476190476,0.00595238095238,0.0,0.0,0.0,0.00595238095238,0.00357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
1.36363636364,4.63636363636,1.90909090909,3.54545454545,2.18181818182,3.0,1.90909090909,2.18181818182,0.818181818182,0.545454545455,1.90909090909,0.545454545455,0.818181818182,0.818181818182,1.09090909091,1.63636363636,0.0,0.272727272727,0.272727272727,0.0,0.272727272727,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00221238938053,0.0,0.000737463126844,0.00147492625369,0.0,0.00442477876106,0.00811209439528,0.0132743362832,0.0339233038348,0.00147492625369,0.000737463126844,0.00147492625369,0.000737463126844,0.00442477876106,0.00811209439528,0.00221238938053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.0,3.06818181818,3.06818181818,3.06818181818,1.70454545455,3.06818181818,1.70454545455,3.06818181818,2.72727272727,1.36363636364,1.02272727273,0.681818181818,1.36363636364,0.340909090909,0.0,0.681818181818,0.340909090909,0.0,0.681818181818,0.340909090909,0.681818181818,0.0,0.340909090909,0.0,0.340909090909,0.0,0.0,0.0,0.340909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00561797752809,0.000936329588015,0.000936329588015,0.00468164794007,0.00468164794007,0.00749063670412,0.00561797752809,0.0102996254682,0.0168539325843,0.00374531835206,0.00468164794007,0.00187265917603,0.00187265917603,0.00468164794007,0.0065543071161,0.00280898876404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
0.849056603774,3.39622641509,2.2641509434,3.67924528302,1.98113207547,2.83018867925,1.69811320755,1.69811320755,1.41509433962,0.849056603774,0.566037735849,0.566037735849,0.849056603774,0.849056603774,0.849056603774,0.566037735849,0.849056603774,0.283018867925,0.849056603774,0.566037735849,0.566037735849,0.0,0.283018867925,0.283018867925,0.0,0.0,0.283018867925,0.283018867925,0.849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000778816199377,0.00467289719626,0.000778816199377,0.0,0.000778816199377,0.0,0.00389408099688,0.00934579439252,0.041277258567,0.0109034267913,0.00545171339564,0.00233644859813,0.00233644859813,0.0,0.000778816199377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pistola
